source_country,destination_country,gsv
Singapore,Mexico,101
Singapore,China,39
Singapore,Nigeria,22
Singapore,Burkina Faso,2
Singapore,South Sudan,1
Sint Maarten (Dutch part),Ghana,2643
Sint Maarten (Dutch part),Kenya,53
Slovakia,Viet Nam,41141151
Slovakia,India,811169
Slovakia,Benin,320814
Slovakia,Kenya,294150
Slovakia,Belgium,270582
Slovakia,Spain,215342
Slovakia,Lithuania,211745
Slovakia,Uganda,210815
Slovakia,Tanzania,122414
Slovakia,Austria,96134
Slovakia,Germany,95938
Slovakia,Italy,75220
Slovakia,Ghana,74115
Slovakia,Philippines,66493
Slovakia,Netherlands,65904
Slovakia,Egypt,23904
Slovakia,France,23868
Slovakia,C̫te d'Ivoire,13158
Slovakia,Cameroon,9597
Slovakia,Bangladesh,8029
Slovakia,Ireland,7536
Slovakia,Portugal,5740
Slovakia,Zimbabwe,4992
Slovakia,Luxembourg,4308
Slovakia,Senegal,3299
Slovakia,Finland,2843
Slovakia,Estonia,2114
Slovakia,South Africa,1793
Slovakia,Latvia,1485
Slovakia,Malaysia,936
Slovakia,Mozambique,291
Slovakia,Mali,267
Slovakia,Bulgaria,202
Slovakia,Liberia,114
Slovakia,Indonesia,68
Slovenia,Lithuania,522867
Slovenia,India,319930
Slovenia,Spain,303140
Slovenia,Belgium,232585
Slovenia,Tanzania,191729
Slovenia,Viet Nam,146462
Slovenia,Benin,122199
Slovenia,Kenya,98554
Slovenia,Germany,87564
Slovenia,Ghana,81672
Slovenia,Philippines,74395
Slovenia,Italy,68646
Slovenia,Austria,61079
Slovenia,France,43361
Slovenia,Bangladesh,42606
Slovenia,Cameroon,37707
Slovenia,Portugal,28846
Slovenia,Uganda,15863
Slovenia,C̫te d'Ivoire,12363
Slovenia,Netherlands,8893
Slovenia,Liberia,4828
Slovenia,Finland,4266
Slovenia,Egypt,2585
Slovenia,Indonesia,1382
Slovenia,Luxembourg,1328
Slovenia,Ireland,693
Slovenia,Senegal,562
Slovenia,Latvia,355
Slovenia,Sierra Leone,271
Slovenia,Malawi,220
Slovenia,South Africa,211
Slovenia,Mozambique,175
Slovenia,Rwanda,97
Slovenia,Burundi,31
Slovenia,Bulgaria, -   
Solomon Islands,Malaysia,364546
Solomon Islands,Philippines,226647
Solomon Islands,Uganda,8295
Somalia,Spain,22344
Somalia,Italy,15376
Somalia,Germany,11919
Somalia,Lithuania,5921
Somalia,Malaysia,5491
Somalia,Netherlands,2306
Somalia,France,1614
Somalia,Belgium,1440
Somalia,Finland,1291
Somalia,Philippines,205
Somalia,"Congo, Democratic Republic of the",85
South Africa,Mozambique,35501753
South Africa,Bangladesh,32584335
South Africa,Thailand,28222455
South Africa,Kenya,16703317
South Africa,India,16607487
South Africa,Pakistan,13833165
South Africa,Tanzania,12064506
South Africa,Nepal,7877228
South Africa,Uganda,3880250
South Africa,"Congo, Democratic Republic of the",3726225
South Africa,Rwanda,3300946
South Africa,Senegal,2942241
South Africa,All,2607251
South Africa,Ghana,2606936
South Africa,Zimbabwe,1013126
South Africa,ALL,982711
South Africa,Zambia,925084
South Africa,Sri Lanka,698682
South Africa,Cameroon,542584
South Africa,Malawi,373290
South Africa,Benin,291855
South Africa,Philippines,238780
South Africa,Viet Nam,230437
South Africa,Turkey,165965
South Africa,Nigeria,135149
South Africa,Lesotho,100795
South Africa,China,38103
South Africa,Burundi,21681
South Africa,C̫te d'Ivoire,19572
South Africa,Germany,4118
South Africa,Egypt,2177
South Africa,Luxembourg,1407
South Africa,Italy,1242
South Africa,France,934
South Africa,Spain,564
South Africa,Mongolia,469
South Africa,Liberia,237
South Africa,Botswana,178
South Africa,Guinea-Bissau,77
South Africa,Burkina Faso,10
South Africa,Mali,5
South Africa,Tunisia,3
South Africa,Ethiopia,3
South Africa,Morocco,3
South Sudan,Uganda,1399169
South Sudan,Kenya,534021
South Sudan,Zimbabwe,190045
South Sudan,India,145465
South Sudan,Tanzania,2036
South Sudan,Pakistan,526
South Sudan,Bangladesh,377
South Sudan,Rwanda,156
South Sudan,Cameroon,100
South Sudan,Egypt,4
South Sudan,United Arab Emirates,3
South Sudan,Senegal,3
South Sudan,Nigeria,3
South Sudan,China,2
South Sudan,"Congo, Democratic Republic of the",1
Spain,Senegal,104224232
Spain,Bangladesh,42522037
Spain,Mali,30074554
Spain,Spain,25795081
Spain,Belgium,22745695
Spain,Ghana,19183911
Spain,Lithuania,16068919
Spain,Portugal,10602312
Spain,United Kingdom,8372586
Spain,Italy,8180951
Spain,India,7944101
Spain,Germany,6199043
Spain,Viet Nam,5865734
Spain,France,5398815
Spain,Pakistan,5210444
Spain,Kenya,3815407
Spain,C̫te d'Ivoire,3168071
Spain,Philippines,3102357
Spain,Cameroon,2350824
Spain,Bulgaria,1936409
Spain,Benin,1910427
Spain,Uganda,1649220
Spain,Colombia,1626325
Spain,Netherlands,1465759
Spain,Tanzania,1095211
Spain,Brazil,1041763
Spain,Nepal,943813
Spain,Nigeria,748002
Spain,Mozambique,470934
Spain,Austria,469497
Spain,Indonesia,450789
Spain,Burkina Faso,268180
Spain,United States of America,256881
Spain,Luxembourg,206374
Spain,Liberia,204597
Spain,"Congo, Democratic Republic of the",196231
Spain,Estonia,195074
Spain,Gambia,187141
Spain,Finland,185968
Spain,Guinea-Bissau,170014
Spain,Latvia,109814
Spain,Egypt,101497
Spain,Ireland,98492
Spain,Haiti,76278
Spain,Rwanda,74068
Spain,Malaysia,69235
Spain,Gabon,50413
Spain,South Africa,46970
Spain,Mongolia,34267
Spain,Sierra Leone,33209
Spain,Guinea,32441
Spain,Cyprus,12894
Spain,Sri Lanka,11165
Spain,Zambia,9851
Spain,Malta,9227
Spain,Turkey,6360
Spain,Zimbabwe,6100
Spain,Thailand,4476
Spain,Togo,2122
Spain,Burundi,1370
Spain,Malawi,1036
Spain,Tunisia,353
Spain,Morocco,113
Spain,Madagascar,89
Sri Lanka,Viet Nam,51816
Sri Lanka,Tanzania,15058
Sri Lanka,Uganda,7018
Sri Lanka,Kenya,3986
Sri Lanka,Malaysia,3694
Sri Lanka,Ghana,138
Suriname,Netherlands,11847594
Suriname,Belgium,2818337
Suriname,India,793208
Suriname,Spain,241989
Suriname,France,202339
Suriname,Germany,164977
Suriname,Lithuania,156187
Suriname,Portugal,32758
Suriname,Malaysia,14694
Suriname,Ghana,7456
Suriname,Kenya,5216
Suriname,Ireland,4847
Suriname,Austria,3071
Suriname,Italy,1637
Suriname,Viet Nam,686
Suriname,Luxembourg,379
Suriname,Philippines,191
Suriname,Bulgaria, -   
Sweden,Viet Nam,22272680
Sweden,Uganda,5414617
Sweden,Germany,5383818
Sweden,Kenya,4653226
Sweden,Spain,3539713
Sweden,India,3292289
Sweden,Ghana,3240007
Sweden,United Kingdom,3011328
Sweden,Egypt,1996762
Sweden,Tanzania,1989383
Sweden,Lithuania,1813669
Sweden,Italy,1730176
Sweden,Belgium,1552562
Sweden,Senegal,1225618
Sweden,Philippines,1219329
Sweden,France,1168035
Sweden,Benin,1134056
Sweden,Netherlands,1042619
Sweden,Cameroon,893353
Sweden,Bangladesh,888588
Sweden,Austria,808404
Sweden,C̫te d'Ivoire,791905
Sweden,Portugal,785148
Sweden,Malaysia,640577
Sweden,Finland,557279
Sweden,Latvia,514733
Sweden,"Congo, Democratic Republic of the",498398
Sweden,Mozambique,436285
Sweden,Liberia,300631
Sweden,Estonia,188786
Sweden,Rwanda,185485
Sweden,South Africa,177557
Sweden,Mongolia,168328
Sweden,Mali,132073
Sweden,Ireland,63859
Sweden,Indonesia,57902
Sweden,Luxembourg,45602
Sweden,Zimbabwe,24701
Sweden,Malawi,19513
Sweden,Burundi,18439
Sweden,Tunisia,13275
Sweden,Gambia,12290
Sweden,Gabon,8661
Sweden,Bulgaria,5753
Sweden,Sierra Leone,5088
Sweden,Zambia,3755
Sweden,Guinea,3056
Sweden,Togo,2712
Sweden,Colombia,2571
Sweden,Guinea-Bissau,1224
Sweden,Ethiopia,1023
Sweden,Burkina Faso,369
Switzerland,Viet Nam,32268605
Switzerland,Portugal,14612570
Switzerland,Spain,10695099
Switzerland,Kenya,9216213
Switzerland,Cameroon,6294586
Switzerland,Senegal,6058142
Switzerland,Italy,5495875
Switzerland,Ghana,5431586
Switzerland,Germany,4667303
Switzerland,France,3965994
Switzerland,Uganda,3180767
Switzerland,Belgium,2736931
Switzerland,India,2632111
Switzerland,Benin,2608527
Switzerland,Philippines,2452436
Switzerland,Tanzania,2403292
Switzerland,C̫te d'Ivoire,2204407
Switzerland,Lithuania,1992733
Switzerland,Austria,1603603
Switzerland,Bangladesh,786706
Switzerland,Netherlands,498582
Switzerland,Mozambique,464209
Switzerland,Mali,454394
Switzerland,Latvia,346144
Switzerland,Malaysia,292846
Switzerland,Egypt,269239
Switzerland,Gabon,201747
Switzerland,"Congo, Democratic Republic of the",173849
Switzerland,Luxembourg,145822
Switzerland,Zimbabwe,144687
Switzerland,Finland,120818
Switzerland,Liberia,119058
Switzerland,Nigeria,116289
Switzerland,Mongolia,87984
Switzerland,Burkina Faso,79549
Switzerland,Rwanda,60694
Switzerland,Indonesia,57031
Switzerland,South Africa,54454
Switzerland,Guinea,45604
Switzerland,Togo,33292
Switzerland,Sri Lanka,33189
Switzerland,Guinea-Bissau,30253
Switzerland,Sierra Leone,30189
Switzerland,Ireland,29859
Switzerland,Estonia,28773
Switzerland,Gambia,19112
Switzerland,Malawi,15962
Switzerland,Colombia,11791
Switzerland,Madagascar,10699
Switzerland,Burundi,8800
Switzerland,Bulgaria,7149
Switzerland,Tunisia,5671
Switzerland,Malta,2794
Switzerland,Zambia,2525
Switzerland,Pakistan,1294
Switzerland,Ethiopia,290
Switzerland,Haiti,48
Switzerland,Ukraine,1
Switzerland,Botswana,0
"Taiwan, Province of China",Viet Nam,1855118
"Taiwan, Province of China",Malaysia,593687
"Taiwan, Province of China",Uganda,61401
"Taiwan, Province of China",France,41064
"Taiwan, Province of China",Netherlands,33919
"Taiwan, Province of China",Germany,33910
"Taiwan, Province of China",Italy,33111
"Taiwan, Province of China",Lithuania,28168
"Taiwan, Province of China",Spain,20075
"Taiwan, Province of China",Tanzania,12802
"Taiwan, Province of China",Egypt,12634
"Taiwan, Province of China",Ghana,12038
"Taiwan, Province of China",Burkina Faso,10914
"Taiwan, Province of China",Belgium,10470
"Taiwan, Province of China",Kenya,5789
"Taiwan, Province of China",Portugal,4647
"Taiwan, Province of China",Austria,2690
"Taiwan, Province of China",Latvia,1058
"Taiwan, Province of China",Estonia,985
"Taiwan, Province of China",Finland,436
Tajikistan,Ghana,4951
Tajikistan,Tanzania,4630
Tajikistan,Kenya,2901
Tanzania,India,5896513
Tanzania,Tanzania,3226957
Tanzania,Kenya,1032743
Tanzania,Uganda,313018
Tanzania,Germany,20309
Tanzania,Egypt,13200
Tanzania,Spain,11500
Tanzania,Viet Nam,8066
Tanzania,France,6547
Tanzania,Ghana,6141
Tanzania,Netherlands,5987
Tanzania,Malaysia,4721
Tanzania,Zimbabwe,2182
Tanzania,Lithuania,1997
Tanzania,Belgium,1912
Tanzania,Madagascar,1387
Tanzania,Italy,939
Tanzania,Finland,925
Tanzania,"Congo, Democratic Republic of the",844
Tanzania,Portugal,711
Tanzania,Mozambique,554
Tanzania,South Sudan,372
Tanzania,Comoros,318
Tanzania,Zambia,129
Tanzania,Burkina Faso,27
Tanzania,Malawi,23
Tanzania,South Africa,15
Tanzania,Botswana,8
Tanzania,Rwanda,8
Tanzania,Burundi,1
Thailand,Malaysia,4188902
Thailand,Philippines,3321411
Thailand,United Kingdom,3132619
Thailand,Viet Nam,1803492
Thailand,Uganda,1319703
Thailand,Germany,880674
Thailand,Ghana,731628
Thailand,Netherlands,719208
Thailand,France,551088
Thailand,Belgium,427520
Thailand,Spain,397322
Thailand,Kenya,253166
Thailand,India,174945
Thailand,Lithuania,165875
Thailand,Italy,156693
Thailand,Finland,136879
Thailand,South Africa,107995
Thailand,Tanzania,76146
Thailand,Portugal,58664
Thailand,Benin,34957
Thailand,Austria,31217
Thailand,United Arab Emirates,29413
Thailand,Indonesia,24894
Thailand,Senegal,21043
Thailand,Latvia,19846
Thailand,Cameroon,18251
Thailand,Guinea,17733
Thailand,Liberia,17421
Thailand,Pakistan,14149
Thailand,Turkey,14078
Thailand,Estonia,10811
Thailand,Zimbabwe,7276
Thailand,Luxembourg,6849
Thailand,Cyprus,6008
Thailand,C̫te d'Ivoire,4421
Thailand,Gabon,2533
Thailand,Mali,1536
Thailand,Egypt,902
Thailand,Sierra Leone,439
Thailand,Peru,138
Thailand,"Congo, Democratic Republic of the",50
Thailand,Bangladesh,14
Thailand,Ireland,7
Timor-Leste,Viet Nam,278
Togo,France,3582514
Togo,Belgium,1598872
Togo,Lithuania,512412
Togo,Germany,140600
Togo,India,26002
Togo,Spain,26001
Togo,Portugal,15562
Togo,Italy,12032
Togo,Cameroon,11086
Togo,Luxembourg,7400
Togo,Ghana,6054
Togo,Netherlands,5578
Togo,Senegal,3115
Togo,C̫te d'Ivoire,1561
Togo,Uganda,1528
Togo,Guinea,1127
Togo,Mali,1075
Togo,Benin,951
Togo,Viet Nam,339
Togo,Finland,331
Togo,Gabon,288
Togo,South Africa,40
Togo,Kenya,16
Trinidad and Tobago,India,5466969
Trinidad and Tobago,Netherlands,140846
Trinidad and Tobago,Kenya,102106
Trinidad and Tobago,Germany,99782
Trinidad and Tobago,France,97801
Trinidad and Tobago,Belgium,92443
Trinidad and Tobago,Spain,49832
Trinidad and Tobago,Ghana,31635
Trinidad and Tobago,Italy,31558
Trinidad and Tobago,Portugal,25611
Trinidad and Tobago,Uganda,14497
Trinidad and Tobago,Austria,12040
Trinidad and Tobago,Viet Nam,9578
Trinidad and Tobago,Lithuania,5869
Trinidad and Tobago,Latvia,1923
Trinidad and Tobago,Tanzania,196
Trinidad and Tobago,South Africa,155
Trinidad and Tobago,Luxembourg,46
Tunisia,Kenya,10269
Tunisia,Ghana,594
Tunisia,Viet Nam,239
Tunisia,Tanzania,163
Turkey,Philippines,12817398
Turkey,Germany,9571438
Turkey,United Kingdom,4450829
Turkey,Netherlands,2974129
Turkey,Lithuania,2004598
Turkey,Uganda,1854568
Turkey,France,1775130
Turkey,Belgium,1671173
Turkey,Spain,1562720
Turkey,Austria,1433311
Turkey,Thailand,1227525
Turkey,Kenya,1224706
Turkey,Italy,960851
Turkey,United States of America,842624
Turkey,Indonesia,782561
Turkey,Bulgaria,667572
Turkey,Viet Nam,509326
Turkey,Pakistan,473513
Turkey,Greece,396077
Turkey,Poland,390171
Turkey,Ireland,372386
Turkey,Nigeria,366557
Turkey,Portugal,325627
Turkey,Ghana,323628
Turkey,India,303494
Turkey,Switzerland,257803
Turkey,Latvia,256490
Turkey,Romania,246464
Turkey,Czechia,226865
Turkey,Tanzania,217824
Turkey,United Arab Emirates,204811
Turkey,Sweden,199128
Turkey,Hungary,187044
Turkey,Mozambique,165693
Turkey,Finland,160748
Turkey,China,134712
Turkey,Malta,131885
Turkey,Bangladesh,126863
Turkey,Canada,125629
Turkey,Senegal,122806
Turkey,Egypt,120301
Turkey,Croatia,117717
Turkey,Mali,116698
Turkey,Denmark,81714
Turkey,Slovakia,75439
Turkey,Luxembourg,75225
Turkey,Cameroon,62395
Turkey,Malaysia,60986
Turkey,Norway,43822
Turkey,"Korea, Republic of",40469
Turkey,Nepal,38380
Turkey,Estonia,37287
Turkey,Mexico,35922
Turkey,Burkina Faso,33290
Turkey,Madagascar,32551
Turkey,Benin,30165
Turkey,Gabon,23621
Turkey,"Congo, Democratic Republic of the",21239
Turkey,C̫te d'Ivoire,19706
Turkey,Liberia,17876
Turkey,Guinea,13801
Turkey,Slovenia,11331
Turkey,Rwanda,8869
Turkey,Mongolia,7025
Turkey,Iceland,5606
Turkey,Togo,5457
Turkey,Sri Lanka,4842
Turkey,Bahrain,3026
Turkey,Ethiopia,2913
Turkey,Ukraine,353
Turkey,Guinea-Bissau,351
Turkey,Haiti,299
Turkey,Albania,214
Turkey,Burundi,165
Turkey,Brazil,93
Turkey,Zimbabwe,75
Turkey,Liechtenstein,56
Turkey,Australia,10
Turkey,Cambodia,5
Turkey,Zambia,2
Turkey,South Africa,1
Turkey,South Sudan,0
Turkmenistan,Viet Nam,743
Turkmenistan,Kenya,0
Turks and Caicos Islands,India,131156
Turks and Caicos Islands,Spain,43280
Turks and Caicos Islands,France,29482
Turks and Caicos Islands,Kenya,25048
Turks and Caicos Islands,Ghana,9785
Turks and Caicos Islands,Netherlands,7460
Turks and Caicos Islands,Italy,5385
Turks and Caicos Islands,Viet Nam,854
Turks and Caicos Islands,South Africa,390
Turks and Caicos Islands,Finland,385
Turks and Caicos Islands,Benin,161
Turks and Caicos Islands,Portugal,85
Turks and Caicos Islands,Egypt, -   
Uganda,India,16981444
Uganda,Uganda,10850238
Uganda,Kenya,3799189
Uganda,United Kingdom,852862
Uganda,Canada,103644
Uganda,Bangladesh,97875
Uganda,Belgium,96208
Uganda,Tanzania,81093
Uganda,Germany,75032
Uganda,Spain,58319
Uganda,Netherlands,44794
Uganda,South Sudan,40858
Uganda,United States of America,38546
Uganda,Norway,37300
Uganda,Ireland,33354
Uganda,France,26819
Uganda,Hungary,24251
Uganda,"Congo, Democratic Republic of the",21786
Uganda,Denmark,17626
Uganda,Australia,9535
Uganda,Italy,9462
Uganda,Malaysia,9397
Uganda,Turkey,8699
Uganda,Bulgaria,7921
Uganda,Switzerland,7589
Uganda,Viet Nam,6684
Uganda,Mozambique,6075
Uganda,Greece,5962
Uganda,Ghana,4752
Uganda,Rwanda,4312
Uganda,Liberia,3607
Uganda,Egypt,3300
Uganda,South Africa,2793
Uganda,United Arab Emirates,2457
Uganda,Cameroon,1975
Uganda,Zambia,1850
Uganda,Philippines,1842
Uganda,Lithuania,1727
Uganda,Thailand,1653
Uganda,Austria,517
Uganda,Finland,513
Uganda,Pakistan,250
Uganda,Latvia,182
Uganda,Sierra Leone,121
Uganda,Portugal,54
Uganda,C̫te d'Ivoire,41
Uganda,Benin,26
Uganda,Zimbabwe,10
Uganda,Burundi,9
Uganda,Guinea-Bissau,5
Uganda,Mexico,3
Ukraine,Viet Nam,7906480
Ukraine,Ghana,73353
Ukraine,Kenya,72849
Ukraine,Uganda,8871
Ukraine,Tanzania,1388
United Arab Emirates,India,248146952
United Arab Emirates,Uganda,201261045
United Arab Emirates,Philippines,107484030
United Arab Emirates,United Kingdom,83094300
United Arab Emirates,Kenya,78653029
United Arab Emirates,Ghana,74563964
United Arab Emirates,Bangladesh,39836052
United Arab Emirates,Malaysia,28856080
United Arab Emirates,Germany,16482871
United Arab Emirates,France,15635606
United Arab Emirates,Tanzania,15596341
United Arab Emirates,Spain,9252528
United Arab Emirates,Italy,8053595
United Arab Emirates,Lithuania,7026125
United Arab Emirates,Belgium,6745814
United Arab Emirates,Netherlands,5780301
United Arab Emirates,Portugal,5769177
United Arab Emirates,Indonesia,3606456
United Arab Emirates,Nepal,2946184
United Arab Emirates,Sri Lanka,2783511
United Arab Emirates,Thailand,2195719
United Arab Emirates,Pakistan,1969444
United Arab Emirates,Cameroon,1843213
United Arab Emirates,Egypt,1801511
United Arab Emirates,Austria,1475730
United Arab Emirates,Rwanda,916663
United Arab Emirates,Finland,777235
United Arab Emirates,Turkey,703474
United Arab Emirates,Viet Nam,665404
United Arab Emirates,Luxembourg,463536
United Arab Emirates,Latvia,444767
United Arab Emirates,Nigeria,423987
United Arab Emirates,Zimbabwe,378423
United Arab Emirates,Senegal,364574
United Arab Emirates,Mozambique,350898
United Arab Emirates,Benin,349175
United Arab Emirates,Estonia,325117
United Arab Emirates,Ireland,308827
United Arab Emirates,Ethiopia,251546
United Arab Emirates,United States of America,182204
United Arab Emirates,C̫te d'Ivoire,152173
United Arab Emirates,South Africa,132111
United Arab Emirates,"Congo, Democratic Republic of the",124599
United Arab Emirates,Greece,116885
United Arab Emirates,Brazil,109358
United Arab Emirates,Slovakia,99326
United Arab Emirates,Liberia,90172
United Arab Emirates,Sierra Leone,89821
United Arab Emirates,China,78643
United Arab Emirates,Bulgaria,57735
United Arab Emirates,Zambia,56805
United Arab Emirates,Cyprus,41234
United Arab Emirates,Australia,25120
United Arab Emirates,Tunisia,24402
United Arab Emirates,Gambia,23705
United Arab Emirates,Hungary,18968
United Arab Emirates,Mali,18903
United Arab Emirates,Poland,14668
United Arab Emirates,Burkina Faso,13093
United Arab Emirates,Canada,11216
United Arab Emirates,Singapore,10938
United Arab Emirates,Czechia,7312
United Arab Emirates,Guinea-Bissau,5641
United Arab Emirates,Malta,5072
United Arab Emirates,Sweden,4896
United Arab Emirates,Romania,4792
United Arab Emirates,Malawi,4765
United Arab Emirates,Colombia,3076
United Arab Emirates,Slovenia,2747
United Arab Emirates,Burundi,1368
United Arab Emirates,Georgia,1192
United Arab Emirates,Croatia,1147
United Arab Emirates,Guinea,1118
United Arab Emirates,Togo,1118
United Arab Emirates,Norway,1094
United Arab Emirates,Gabon,881
United Arab Emirates,United Arab Emirates,783
United Arab Emirates,Switzerland,513
United Arab Emirates,South Sudan,384
United Arab Emirates,Haiti,181
United Arab Emirates,Russian Federation,6
United Arab Emirates,Botswana,5
United Arab Emirates,Mongolia,5
United Arab Emirates,Cambodia,5
United Arab Emirates,Madagascar,1
United Kingdom,India,722564261
United Kingdom,Kenya,372996239
United Kingdom,Bangladesh,222801157
United Kingdom,Ghana,184628486
United Kingdom,United Kingdom,179437446
United Kingdom,Uganda,151640757
United Kingdom,Viet Nam,130053730
United Kingdom,Philippines,57615497
United Kingdom,Tanzania,52293484
United Kingdom,Spain,36806984
United Kingdom,Pakistan,34877833
United Kingdom,Portugal,32428275
United Kingdom,Cameroon,22512524
United Kingdom,Italy,15281002
United Kingdom,France,14983704
United Kingdom,South Africa,13594383
United Kingdom,C̫te d'Ivoire,13358712
United Kingdom,Germany,12183820
United Kingdom,Malaysia,11881524
United Kingdom,Lithuania,11805781
United Kingdom,Senegal,11113827
United Kingdom,Benin,7644828
United Kingdom,Belgium,7117007
United Kingdom,Nepal,7063361
United Kingdom,Netherlands,5803554
United Kingdom,"Congo, Democratic Republic of the",4344930
United Kingdom,Mozambique,4215614
United Kingdom,Latvia,3764599
United Kingdom,Egypt,3413237
United Kingdom,Romania,3196549
United Kingdom,Turkey,2674960
United Kingdom,Indonesia,2280916
United Kingdom,Mali,2022032
United Kingdom,United States of America,1821720
United Kingdom,Canada,1474421
United Kingdom,Rwanda,1288493
United Kingdom,China,1235923
United Kingdom,Austria,1221066
United Kingdom,Zimbabwe,1189836
United Kingdom,Brazil,1122961
United Kingdom,Finland,1095147
United Kingdom,Thailand,725338
United Kingdom,Liberia,647301
United Kingdom,Ireland,620233
United Kingdom,Nigeria,481779
United Kingdom,Zambia,405483
United Kingdom,Estonia,376909
United Kingdom,Sierra Leone,347484
United Kingdom,Poland,314300
United Kingdom,Mongolia,298930
United Kingdom,Sri Lanka,291083
United Kingdom,Slovakia,271194
United Kingdom,Bulgaria,239690
United Kingdom,Luxembourg,236580
United Kingdom,Cyprus,231910
United Kingdom,Switzerland,230849
United Kingdom,Hungary,223048
United Kingdom,Gabon,189677
United Kingdom,Malawi,177009
United Kingdom,Guinea-Bissau,174512
United Kingdom,Czechia,153962
United Kingdom,Burkina Faso,108731
United Kingdom,Singapore,97285
United Kingdom,Ethiopia,93366
United Kingdom,Guinea,74813
United Kingdom,Tunisia,69905
United Kingdom,Greece,66703
United Kingdom,Malta,56805
United Kingdom,Gambia,51821
United Kingdom,Slovenia,48309
United Kingdom,Monaco,47784
United Kingdom,Madagascar,46889
United Kingdom,Croatia,39891
United Kingdom,Sweden,30179
United Kingdom,Colombia,25559
United Kingdom,Burundi,24694
United Kingdom,Haiti,15133
United Kingdom,Denmark,14379
United Kingdom,Togo,12921
United Kingdom,Norway,6098
United Kingdom,Liechtenstein,4719
United Kingdom,Iceland,2265
United Kingdom,Hong Kong,1358
United Kingdom,"Korea, Republic of",1333
United Kingdom,Guadeloupe,136
United Kingdom,Morocco,117
United Kingdom,Lebanon,74
United Kingdom,Ukraine,69
United Kingdom,South Sudan,37
United Kingdom,Botswana,35
United Kingdom,Chad,23
United Kingdom,Mexico,21
United Kingdom,Central African Republic,19
United Kingdom,United Arab Emirates,15
United Kingdom,Bahrain,13
United Kingdom,Costa Rica,11
United Kingdom,Bolivia (Plurinational State of),10
United Kingdom,Congo,9
United Kingdom,Brunei Darussalam,9
United Kingdom,Australia,9
United Kingdom,Nicaragua,8
United Kingdom,Peru,8
United Kingdom,Uruguay,7
United Kingdom,Argentina,5
United Kingdom,El Salvador,5
United Kingdom,Chile,5
United Kingdom,Israel,5
United Kingdom,Kuwait,5
United Kingdom,Georgia,4
United Kingdom,Cambodia,4
United Kingdom,Dominican Republic,3
United Kingdom,Albania,3
United Kingdom,Japan,3
United Kingdom,Azerbaijan,3
United Kingdom,Niger,2
United Kingdom,Myanmar,2
United Kingdom,Ecuador,2
United Kingdom,Lesotho,2
United Kingdom,Uzbekistan,2
United Kingdom,Kazakhstan,1
United Kingdom,Comoros,0
United States of America,Philippines,855243500
United States of America,Ghana,854031550
United States of America,Liberia,423311206
United States of America,Viet Nam,299709130
United States of America,India,237645288
United States of America,Tanzania,224628683
United States of America,Bangladesh,207173742
United States of America,Kenya,193169745
United States of America,Cameroon,162051487
United States of America,Uganda,160458035
United States of America,United Kingdom,155527015
United States of America,Spain,155074945
United States of America,Mali,134331719
United States of America,Indonesia,126549173
United States of America,Benin,89038577
United States of America,Senegal,75796135
United States of America,Germany,57521123
United States of America,Italy,49025517
United States of America,Portugal,47451636
United States of America,France,43482173
United States of America,Thailand,41972771
United States of America,China,39706384
United States of America,Malaysia,27619005
United States of America,Egypt,25360562
United States of America,Brazil,24738363
United States of America,C̫te d'Ivoire,24379138
United States of America,Nigeria,22978151
United States of America,Pakistan,21004252
United States of America,Netherlands,19846890
United States of America,Haiti,19557203
United States of America,Lithuania,14721124
United States of America,Mongolia,14508349
United States of America,Belgium,13404421
United States of America,"Congo, Democratic Republic of the",12631484
United States of America,South Africa,7225803
United States of America,Austria,7155595
United States of America,Latvia,4675810
United States of America,Mozambique,4440205
United States of America,Finland,4285251
United States of America,Zimbabwe,2532113
United States of America,Burkina Faso,2381873
United States of America,Gabon,1970283
United States of America,Estonia,1622214
United States of America,Sierra Leone,1560979
United States of America,Nepal,1075600
United States of America,Colombia,1061911
United States of America,Turkey,984448
United States of America,Ireland,822423
United States of America,Luxembourg,645422
United States of America,Guinea,597752
United States of America,Ethiopia,570990
United States of America,Malawi,387547
United States of America,Zambia,249427
United States of America,Romania,232178
United States of America,Gambia,150579
United States of America,Switzerland,139427
United States of America,Rwanda,137144
United States of America,Bulgaria,135869
United States of America,Tunisia,104665
United States of America,Sri Lanka,88986
United States of America,Togo,85763
United States of America,Greece,85504
United States of America,Guinea-Bissau,85217
United States of America,Slovakia,67596
United States of America,Czechia,65226
United States of America,Poland,64851
United States of America,Cyprus,61151
United States of America,Burundi,59604
United States of America,Hungary,57837
United States of America,Sweden,39450
United States of America,Australia,35994
United States of America,"Korea, Republic of",30938
United States of America,Malta,23786
United States of America,Monaco,17899
United States of America,Denmark,14019
United States of America,Norway,12979
United States of America,Canada,1215
United States of America,Slovenia,959
United States of America,Mexico,814
United States of America,Iceland,429
United States of America,United States of America,197
United States of America,Croatia,121
United States of America,Congo,89
United States of America,Morocco,69
United States of America,South Sudan,56
United States of America,Chad,56
United States of America,Jamaica,26
United States of America,Singapore,21
United States of America,Botswana,21
United States of America,Central African Republic,15
United States of America,Cambodia,15
United States of America,Argentina,10
United States of America,Madagascar,10
United States of America,Equatorial Guinea,9
United States of America,Guatemala,9
United States of America,Peru,8
United States of America,United Arab Emirates,8
